loanid,property,occupancy,purpose,documentation,ratetype,isnegam,lienposition,originalappraisalamount,ltv,jrltv,combinedltv,originalamount,srbalance,originalterm,amorterm,fico,rate,originationdate,state,asofdate,loanage,reportedloanstatus,currentamount,modified,priorchargeoff,liquidationdate,defdate,lgd,yrm,origym,region_code,updatedcltv,updatedcltv_missing,fico_missing,singlehome,occupied,timetoliquidation,predlgd
"262914","C","P","P","C1","F","False",1,249999.98,89.800003,0,89.800003,224500,0,360,360,647,6.5,200807,"PR",201603,92,3,206687,"False",0,201706,201410,45.327961,2017m6,2008m7,"PR",116.1513,0,0,0,1,32,42.25293
"Modified_264115","C","P","C","C1","F","False",1,260000,61.53846,0,61.53846,160000,0,181,138,755,5.5,200807,"PR",201804,117,3,111507.62,"True",0,201811,201411,0,2018m11,2008m7,"PR",56.31955,0,0,0,1,48,27.90275
"266178","S","P","C","C1","F","False",1,124000,75,0,75,93000,0,361,361,648,7.25,200807,"PR",201604,93,3,90879.461,"False",-13279.46,201908,201310,74.69175,2019m8,2008m7,"PR",88.93052,0,0,1,1,70,41.90752
"Modified_806656","C","I","P","C1","F","False",1,197000,91.37056,0,91.37056,180000,0,457,360,757,4,200807,"PR",201901,126,3,177799.95,"True",-96768.961,201908,201608,49.381317,2019m8,2008m7,"PR",109.5146,0,0,0,0,36,45.29792
"Modified_262565","S","P","P","C1","F","False",1,213000,90,0,90,191700,0,516,480,773,6.5,200807,"PR",201809,122,3,183316.23,"True",-44699.23,201910,201607,49.813496,2019m10,2008m7,"PR",109.7643,0,0,1,1,39,38.81131
"265067","S","P","C","C1","F","False",1,110000,68.181816,0,68.181816,75000,0,181,181,594,6.25,200807,"PR",201609,98,3,55531.379,"False",0,201810,201401,31.570225,2018m10,2008m7,"PR",67.8674,0,0,1,1,57,30.92562
"Modified_264327","C","P","P","C1","F","False",1,599000,88.647743,0,88.647743,531000,0,398,360,647,6,200807,"PR",201409,74,3,513379.22,"True",0,201505,201310,26.564962,2015m5,2008m7,"PR",106.7116,0,0,0,1,19,35.04808
"Modified_264912","S","P","P","C1","F","False",1,190000,84.210526,0,84.210526,160000,0,516,480,639,5.5,200807,"PR",201602,91,3,156034.22,"True",0,201707,201310,32.706928,2017m7,2008m7,"PR",113.1743,0,0,1,1,45,41.82898
"803798","C","P","P","C1","F","False",1,203000,84.23645,0,84.23645,171000,0,361,361,709,6.625,200807,"PR",201712,113,3,155431.13,"False",-33668.129,201902,201504,39.523056,2019m2,2008m7,"PR",97.29745,0,0,0,1,46,40.58203
"266732","S","P","P","C1","F","False",1,113000,102,0,102,115260,0,362,362,0,7,200808,"PR",201611,99,3,111832.82,"False",0,201908,201310,46.348488,2019m8,2008m8,"PR",119.9717,0,1,1,1,70,51.99437
"Modified_265226","S","P","C","C1","F","False",1,184311.13,85.485718,0,85.485718,157559.69,0,508,480,479,7.25,200808,"PR",201506,82,3,157256.05,"True",0,201512,201405,39.58894,2015m12,2008m8,"PR",108.8668,0,0,1,1,19,32.1544
"Modified_260500","C","P","P","C1","F","False",1,130000,80.384613,0,80.384613,104500,0,512,480,740,7.125,200808,"PR",201511,87,3,102304.85,"True",0,201603,201310,46.238277,2016m3,2008m8,"PR",102.296,0,0,0,1,29,36.79585
"266339","S","P","P","C1","F","False",1,81000,80.197533,0,80.197533,64960,0,361,361,0,7,200808,"PR",201504,80,3,62090.27,"False",0,201603,201310,22.692766,2016m3,2008m8,"PR",99.64245,0,1,1,1,29,32.33958
"265600","S","I","C","C1","F","False",1,136000,58.823528,0,58.823528,80000,0,361,361,625,6.5,200808,"PR",201510,86,3,74988.539,"False",0,201609,201311,0,2016m9,2008m8,"PR",69.77636,0,0,1,0,34,28.15442
"806673","C","P","P","C1","F","False",1,240000,97,0,97,232800,0,361,361,706,6.5,200808,"PR",201701,101,3,212119.44,"False",0,201801,201507,52.856541,2018m1,2008m8,"PR",107.1502,0,0,0,1,30,38.69147
"266599","S","P","P","C1","F","False",1,203000,82.052216,0,82.052216,166566,0,361,361,0,5.5,200809,"PR",201503,78,3,154008.13,"False",0,201601,201403,20.134003,2016m1,2008m9,"PR",97.30609,0,1,1,1,22,29.35254
"266600","S","P","P","C1","F","False",1,95000,94.162102,0,94.162102,89454,0,361,361,672,6.5,200809,"PR",201510,85,3,83173.57,"False",0,201609,201405,12.832201,2016m9,2008m9,"PR",110.6865,0,0,1,1,28,35.61011
"265684","S","I","C","C1","F","False",1,130000,85,0,85,110500,0,361,361,649,6.875,200809,"PR",201401,64,3,107470.68,"False",0,201408,201310,51.614079,2014m8,2008m9,"PR",103.165,0,0,1,0,10,31.36578
"267054","C","I","P","C1","F","False",1,400000,90,0,90,360000,0,361,361,610,7.25,200809,"PR",201607,94,3,336890.69,"False",0,201704,201408,51.912983,2017m4,2008m9,"PR",112.7612,0,0,0,0,32,45.07983
"266768","S","P","P","C1","F","False",1,68000,78.449997,0,78.449997,53346,0,361,361,0,6.5,200809,"PR",201903,126,3,49600.91,"False",0,201912,201406,1.2114898,2019m12,2008m9,"PR",100.9638,0,1,1,1,66,44.54468
"268457","F","P","P","C1","F","False",1,110000,81.507271,0,81.507271,89658,0,361,361,0,7.5,200810,"PR",201407,69,3,86559.539,"False",0,201604,201310,65.341148,2016m4,2008m10,"PR",100.9729,0,1,0,1,30,36.68417
"806712","C","P","P","C1","F","False",1,89999.992,77.111115,0,77.111115,69400,0,361,361,0,7.25,200810,"PR",201801,111,3,63676.391,"False",0,201908,201505,8.9144344,2019m8,2008m10,"PR",86.03922,0,1,0,1,51,38.51497
"266997","S","P","P","C1","F","False",1,167000,87.952095,0,87.952095,146880,0,361,361,0,6,200810,"PR",201511,85,3,140065.19,"False",0,201607,201310,35.744072,2016m7,2008m10,"PR",105.0062,0,1,1,1,33,35.3556
"268460","S","P","P","C1","F","False",1,309000,92.757278,0,92.757278,286620,0,361,361,744,6,200810,"PR",201401,63,3,273671.84,"False",0,201407,201310,36.474705,2014m7,2008m10,"PR",107.3736,0,0,1,1,9,28.48656
"Modified_268384","S","P","P","C1","F","False",1,211839.09,88.383835,0,88.383835,187231.52,0,361,285,608,4,200810,"PR",201605,91,3,187231.52,"True",0,201701,201505,35.907951,2017m1,2008m10,"PR",117.289,0,0,1,1,20,35.20948
"268684","S","P","P","C1","F","False",1,97000,78.865982,0,78.865982,76500,0,361,361,0,6.5,200810,"PR",201503,77,3,71989.938,"False",0,201707,201310,16.653717,2017m7,2008m10,"PR",102.5027,0,1,1,1,45,38.36124
"265754","S","P","P","C1","F","False",1,96000,99.875,0,99.875,95880,0,361,361,631,6,200811,"PR",201511,84,3,94601.227,"False",0,201707,201310,57.71701,2017m7,2008m11,"PR",136.6612,0,0,1,1,45,49.46107
"Modified_267865","S","P","C","C1","F","False",1,132000,94.545456,0,94.545456,124800,0,481,480,585,7,200811,"PR",201607,92,3,120500.13,"True",0,201812,201502,55.933659,2018m12,2008m11,"PR",117.9032,0,0,1,1,46,43.68392
"Modified_267220","S","P","C","C1","F","False",1,173000,84.393066,0,84.393066,146000,0,481,480,555,5.5,200811,"PR",201508,81,3,140002.98,"True",0,201706,201405,19.286732,2017m6,2008m11,"PR",114.4143,0,0,1,1,37,39.68582
"267757","S","P","C","C1","F","False",1,330000,85,0,85,280500,0,181,181,642,6.125,200811,"PR",201601,86,3,212410.27,"False",0,201609,201404,22.320013,2016m9,2008m11,"PR",82.04854,0,0,1,1,29,26.62243
"267548","S","P","C","C1","F","False",1,179000,80,0,80,143200,0,181,181,766,6.5,200811,"PR",201608,93,3,109858.59,"False",0,201712,201311,36.281185,2017m12,2008m11,"PR",73.046,0,0,1,1,49,30.0623
"Modified_267702","S","P","C","C1","F","False",1,142000,103.46408,0,103.46408,146919,0,497,480,568,6.125,200811,"PR",201601,86,3,142044.69,"True",0,201609,201404,38.04718,2016m9,2008m11,"PR",127.5105,0,0,1,1,29,41.39534
"268766","S","P","P","C1","F","False",1,130000,97.292305,0,97.292305,126480,0,361,361,0,6,200811,"PR",201504,77,3,118366.18,"False",0,201511,201311,11.292077,2015m11,2008m11,"PR",114.8963,0,1,1,1,24,35.70504
"268748","C","P","P","C1","F","False",1,111000,49.316216,0,49.316216,54741,0,361,361,0,6.5,200811,"PR",201409,70,3,53660.57,"False",0,201511,201310,16.138479,2015m11,2008m11,"PR",61.00342,0,1,0,1,25,22.10473
"268056","C","P","C","C1","F","False",1,67000,85,0,85,56950,0,181,181,702,6,200812,"PR",201607,91,3,39466.289,"False",0,201707,201506,63.259052,2017m7,2008m12,"PR",82.02538,0,0,0,1,25,28.93583
"269568","S","P","P","C1","F","False",1,134000,102,0,102,136680,0,361,361,586,5.5,200812,"PR",201509,81,3,127153.8,"False",0,201602,201411,26.073151,2016m2,2008m12,"PR",123.9821,0,0,1,1,15,35.7931
"Modified_267875","C","P","C","C1","F","False",1,170000,109.41177,0,109.41177,186000,0,481,436,580,5,200812,"PR",201606,90,3,184651.23,"True",0,201808,201408,57.216515,2018m8,2008m12,"PR",150.4104,0,0,0,1,48,58.47765
"Modified_269622","S","P","P","C1","F","False",1,204000,100,0,100,204000,0,361,334,713,3.5,200812,"PR",201504,76,3,196888.73,"True",0,201609,201310,46.670013,2016m9,2008m12,"PR",123.5313,0,0,1,1,35,42.01188
"269144","S","P","P","C1","F","False",1,854000,93.08197,0,93.08197,794920,0,361,361,780,6.875,200812,"PR",201704,100,3,739582.94,"False",0,201712,201410,39.830826,2017m12,2008m12,"PR",103.4955,0,0,1,1,38,36.45601
"Modified_268133","C","P","R","C1","F","False",1,295000,91.525421,0,91.525421,270000,0,426,360,638,5.5,200812,"PR",201701,97,3,269357.69,"True",-150098.98,201907,201411,68.443451,2019m7,2008m12,"PR",110.8032,0,0,0,1,56,48.15335
"269566","S","P","P","C1","F","False",1,191000,91.586388,0,91.586388,174930,0,361,361,655,5,200812,"PR",201504,76,3,163272.81,"False",0,201604,201311,11.191086,2016m4,2008m12,"PR",110.5923,0,0,1,1,29,35.89774
"267622","S","P","P","C1","F","False",1,195000,64.615387,0,64.615387,126000,0,480,480,782,6,200812,"PR",201606,90,3,125848.46,"False",0,201802,201406,23.717413,2018m2,2008m12,"PR",81.25138,0,0,1,1,44,31.13734
"269365","S","P","C","C1","F","False",1,142000,89,0,89,126380,0,361,361,678,6.875,200901,"PR",201707,102,3,115975.14,"False",0,201809,201511,49.558033,2018m9,2009m1,"PR",112.1625,0,0,1,1,34,37.99929
"Modified_271064","S","P","P","C1","F","False",1,298206.97,96.599998,0,96.599998,288067.94,0,361,281,0,4.25,200901,"PR",201704,99,3,288067.94,"True",0,201803,201512,49.664326,2018m3,2009m1,"PR",123.3312,0,1,1,1,27,39.40075
"Modified_271141","S","P","P","C1","F","False",1,365000,93.49041,0,93.49041,341240,0,389,360,658,6.875,200901,"PR",201602,85,3,332767.63,"True",0,201808,201310,65.441162,2018m8,2009m1,"PR",124.6036,0,0,1,1,58,49.68037
"Modified_269376","C","P","C","C1","F","False",1,161045.72,97.074997,0,97.074997,156335.13,0,516,480,540,7.125,200901,"PR",201704,99,3,154468.91,"True",-25008.91,201910,201504,27.58396,2019m10,2009m1,"PR",121.9986,0,0,0,1,54,51.1548
"271142","S","P","P","C1","F","False",1,126000,94.623016,0,94.623016,119225,0,361,361,735,6.25,200901,"PR",201407,66,3,113504.99,"False",0,201507,201310,26.874588,2015m7,2009m1,"PR",110.6191,0,0,1,1,21,33.36037
"267841","S","P","P","C1","F","False",1,140000,90,0,90,126000,0,361,361,690,6.75,200901,"PR",201808,115,3,112426.46,"False",-16822.461,202002,201704,39.516018,2020m2,2009m1,"PR",111.529,0,0,1,1,34,37.79346
"271255","S","P","P","C1","F","False",1,90000,102,0,102,91800,0,361,361,672,5.5,200901,"PR",201311,58,3,89479.758,"False",0,201408,201310,44.120594,2014m8,2009m1,"PR",123.9737,0,0,1,1,10,34.19904
"Modified_271169","S","P","C","C1","F","False",1,317000,85,0,85,269450,0,361,340,635,5.125,200901,"PR",201508,79,3,255337.73,"True",0,201704,201406,41.25399,2017m4,2009m1,"PR",107.7575,0,0,1,1,34,36.56791
"271336","S","P","P","C1","F","False",1,290000,75.620689,0,75.620689,219300,0,361,361,0,5,200902,"PR",201612,94,3,203380.13,"False",0,201712,201312,27.598566,2017m12,2009m2,"PR",81.62883,0,1,1,1,48,32.53304
"270094","C","P","P","C1","F","False",1,450000,89.722221,0,89.722221,403750,0,360,360,653,6.5,200902,"PR",201502,72,3,384741.72,"False",0,201509,201310,25.924145,2015m9,2009m2,"PR",101.806,0,0,0,1,23,34.72704
"267960","C","P","P","C1","F","False",1,209500,86.730309,0,86.730309,181700,0,481,481,719,6,200902,"PR",201505,75,3,181690.53,"False",0,201608,201310,39.457203,2016m8,2009m2,"PR",107.3626,0,0,0,1,34,40.03355
"806795","C","P","P","C1","F","False",1,128000,100,0,100,128000,0,361,361,754,6.5,200902,"PR",201808,114,3,113673.49,"False",-46845.488,201906,201705,38.420116,2019m6,2009m2,"PR",103.897,0,0,0,1,25,36.04303
"271269","S","P","P","C1","F","False",1,203100,102,0,102,207162,0,361,361,0,5,200902,"PR",201812,118,3,182890.27,"False",0,202001,201606,36.573994,2020m1,2009m2,"PR",123.157,0,1,1,1,43,44.43634
"271808","S","P","P","C1","F","False",1,176225,92.745636,0,92.745636,163441,0,361,361,610,5,200903,"PR",201401,58,3,156733.36,"False",0,201412,201310,29.816881,2014m12,2009m3,"PR",108.7466,0,0,1,1,14,30.52403
"Modified_270292","S","P","C","C1","F","False",1,130000,110,0,110,143000,0,481,480,545,6.625,200903,"PR",201508,77,3,139125.03,"True",0,201812,201312,82.030533,2018m12,2009m3,"PR",133.3664,0,0,1,1,60,53.16438
"272493","S","P","P","C1","F","False",1,281000,99.224556,0,99.224556,278821,0,85,85,655,3,200904,"PR",201408,64,3,264162.56,"False",0,201509,201310,44.730789,2015m9,2009m4,"PR",109.9501,0,0,1,1,23,33.7795
"272787","S","P","P","C1","F","False",1,145000,91.448273,0,91.448273,132600,0,361,361,0,4.5,200904,"PR",201705,97,3,117509.57,"False",0,201804,201512,16.602053,2018m4,2009m4,"PR",102.2264,0,1,1,1,28,32.86098
"Modified_272379","C","P","P","C1","F","False",1,287491.81,100,0,100,287491.81,0,512,444,662,5,200904,"PR",201801,105,3,281352.72,"True",0,201808,201401,53.083546,2018m8,2009m4,"PR",129.6447,0,0,0,1,55,53.95766
"272656","S","P","P","C1","F","False",1,595000,99.235123,0,99.235123,590449,0,121,360,697,3,200904,"PR",201905,121,3,529965.81,"False",-251254.86,202003,201704,62.261711,2020m3,2009m4,"PR",120.1513,0,0,1,1,35,40.91352
"806837","C","I","C","C1","F","False",1,310000,59.354839,0,59.354839,184000,0,361,361,682,4.5,200904,"PR",201808,112,3,159129.27,"False",-46338.262,201901,201611,25.218027,2019m1,2009m4,"PR",63.36795,0,0,0,0,26,27.11988
"806856","C","I","C","C1","F","False",1,112000,85.714287,0,85.714287,96000,0,361,361,783,4.375,200904,"PR",201605,85,3,86041.523,"False",0,201711,201505,27.94116,2017m11,2009m4,"PR",91.14106,0,0,0,0,30,37.41783
"272903","S","P","P","C1","F","False",1,432000.03,65.740738,0,65.740738,284000,0,361,361,642,6,200904,"PR",201804,108,3,265478.72,"False",0,201905,201405,12.960474,2019m5,2009m4,"PR",72.05616,0,0,1,1,60,33.24155
"270946","S","P","P","C1","F","False",1,290000,92.465515,0,92.465515,268150,0,84,84,672,3,200904,"PR",201612,92,3,253402.09,"False",-141212.09,201901,201310,69.21888,2019m1,2009m4,"PR",107.8682,0,0,1,1,63,45.8335
"272842","S","P","P","C1","F","False",1,129999.99,96.036926,0,96.036926,124848,0,361,361,0,5.5,200904,"PR",201611,91,3,114159.51,"False",0,201703,201506,20.286528,2017m3,2009m4,"PR",111.3535,0,1,1,1,21,33.599
"806833","C","P","C","C1","F","False",1,173000,96.66243,0,96.66243,167226,0,361,361,644,4.5,200904,"PR",201801,105,3,141979.45,"False",0,201909,201608,26.045643,2019m9,2009m4,"PR",97.27023,0,0,0,1,37,37.70882
"272987","S","P","P","C1","F","False",1,69000,102,0,102,70380,0,361,361,0,5.5,200904,"PR",201508,76,3,67552.703,"False",0,201609,201310,58.549839,2016m9,2009m4,"PR",119.8767,0,1,1,1,35,40.8243
"272226","C","P","P","C1","F","False",1,600000,100,0,100,600000,0,85,85,644,3,200904,"PR",201409,65,3,588086.5,"False",0,201507,201310,62.930538,2015m7,2009m4,"PR",116.6601,0,0,0,1,21,38.91737
"271975","S","P","P","C1","F","False",1,79000,102,0,102,80580,0,361,361,0,6.5,200904,"PR",201605,85,3,75025.563,"False",0,201708,201501,38.686813,2017m8,2009m4,"PR",124.143,0,1,1,1,31,40.9376
"270998","S","P","P","C1","F","False",1,295000,93,0,93,274350,0,85,85,694,3,200904,"PR",201802,106,3,253063.08,"False",-166224.42,201905,201502,67.201851,2019m5,2009m4,"PR",100.5847,0,0,1,1,51,39.64756
"272894","S","P","P","C1","F","False",1,97000,100,0,100,97000,0,361,361,0,5.5,200904,"PR",201511,79,3,92603.57,"False",0,201708,201310,57.884377,2017m8,2009m4,"PR",124.7947,0,1,1,1,46,45.92331
"804014","S","P","C","C1","F","False",1,96400,78.838173,0,78.838173,76000,0,361,361,795,4.375,200904,"PR",201801,105,3,66783.203,"False",0,201909,201603,0,2019m9,2009m4,"PR",82.109,0,0,1,1,42,30.7795
"Modified_273327","S","I","P","C1","F","False",1,490000,100,0,100,490000,0,513,480,784,6.25,200905,"PR",201802,105,3,472468.5,"True",0,201808,201508,19.571251,2018m8,2009m5,"PR",127.1617,0,0,1,0,36,47.43838
"274232","S","P","P","C1","F","False",1,186000,96.516129,0,96.516129,179520,0,361,361,0,4.5,200905,"PR",201608,87,3,163350.88,"False",0,201801,201411,44.903339,2018m1,2009m5,"PR",102.5584,0,1,1,1,38,36.15151
"274461","S","P","P","C1","F","False",1,93000,102,0,102,94860,0,360,360,0,5.5,200905,"PR",201511,78,3,87571.797,"False",0,201706,201409,31.483881,2017m6,2009m5,"PR",127.3072,0,1,1,1,33,42.60231
"274297","S","P","P","C1","F","False",1,100000,94.800003,0,94.800003,94800,0,361,361,0,5,200905,"PR",201611,90,3,85563.898,"False",0,201908,201509,47.407726,2019m8,2009m5,"PR",99.91204,0,1,1,1,47,38.15592
"274370","S","P","P","C1","F","False",1,86000,102,0,102,87720,0,361,361,0,6,200905,"PR",201504,71,3,85102.313,"False",0,201802,201310,52.409855,2018m2,2009m5,"PR",118.6494,0,1,1,1,52,45.83596
"804744","S","P","C","C1","F","False",1,109000,80,0,80,87200,0,361,361,0,5.875,200906,"PR",201701,91,3,80415.359,"False",0,201910,201503,41.553455,2019m10,2009m6,"PR",90.13937,0,1,1,1,55,37.52639
"274447","S","P","P","C1","F","False",1,67000,98.650749,0,98.650749,66096,0,361,361,0,6,200906,"PR",201508,74,3,63029.262,"False",0,201709,201310,71.441422,2017m9,2009m6,"PR",119.6303,0,1,1,1,47,44.56339
"274666","S","P","P","C1","F","False",1,86000,102,0,102,87720,0,361,361,580,7,200906,"PR",201408,62,3,85707.727,"False",0,201602,201310,60.329449,2016m2,2009m6,"PR",123.4534,0,0,1,1,28,39.75872
"274514","S","P","P","C1","F","False",1,140000,102,0,102,142800,0,360,360,0,4.5,200906,"PR",201707,97,3,129464.43,"False",0,201811,201412,45.931095,2018m11,2009m6,"PR",116.3356,0,1,1,1,47,43.49278
"274475","S","P","P","C1","F","False",1,120000,101.90833,0,101.90833,122290,0,360,360,0,5,200906,"PR",201310,52,3,119231.92,"False",0,201410,201310,23.258034,2014m10,2009m6,"PR",122.0354,0,1,1,1,12,34.20574
"272405","S","P","P","C1","F","False",1,296754,99.830162,0,99.830162,296250,0,481,481,636,5.5,200906,"PR",201802,104,3,278053.25,"False",-144296.23,201907,201608,55.044579,2019m7,2009m6,"PR",107.8011,0,0,1,1,35,36.90033
"273280","S","P","P","C1","F","False",1,281000,104.66192,0,104.66192,294100,0,481,481,584,5.5,200906,"PR",201809,111,3,272854.5,"False",-110381.49,201905,201707,46.85812,2019m5,2009m6,"PR",112.8346,0,0,1,1,22,34.39856
"804748","S","P","C","C1","F","False",1,161000,86.95652,0,86.95652,140000,0,361,361,0,6,200906,"PR",201712,102,3,127128.92,"False",-64300.922,201902,201512,68.535881,2019m2,2009m6,"PR",96.12589,0,1,1,1,38,34.06124
"274846","S","P","P","C1","F","False",1,156000,102,0,102,159120,0,361,361,0,5,200907,"PR",201601,78,3,147089.22,"False",0,201610,201403,21.816011,2016m10,2009m7,"PR",115.6607,0,1,1,1,31,38.18126
"273908","S","P","P","C1","F","False",1,260000,99.607307,0,99.607307,258979,0,481,481,765,5.5,200907,"PR",201802,103,3,245580.83,"False",0,201812,201509,35.662731,2018m12,2009m7,"PR",115.5226,0,0,1,1,39,40.68248
"806919","C","P","C","C1","F","False",1,283000,87.10247,0,87.10247,246500,0,361,361,791,5.5,200907,"PR",201701,90,3,223546.53,"False",0,201810,201511,49.992962,2018m10,2009m7,"PR",101.1972,0,0,0,1,35,38.34838
"Modified_274986","S","P","P","C1","F","False",1,188000,102,0,102,191760,0,361,335,646,3,200907,"PR",201706,95,3,170349.98,"True",0,201803,201601,38.948639,2018m3,2009m7,"PR",110.5423,0,0,1,1,26,34.92672
"806909","C","I","C","C1","F","False",1,185000,90,0,90,166500,0,361,361,709,6.125,200907,"PR",201809,110,3,153838.27,"False",0,201905,201505,13.545564,2019m5,2009m7,"PR",96.12131,0,0,0,0,48,44.7649
"276110","F","P","P","C1","F","False",1,183000,97.622948,0,97.622948,178650,0,361,361,0,6,200907,"PR",201409,62,3,172076.52,"False",0,201503,201310,56.41444,2015m3,2009m7,"PR",112.0785,0,1,0,1,17,36.15551
"806862","C","P","P","C1","F","False",1,219000,71.917809,0,71.917809,157500,0,361,361,678,5.5,200907,"PR",201708,97,3,137751.16,"False",0,201808,201506,0,2018m8,2009m7,"PR",82.14517,0,0,0,1,38,33.11218
"Modified_276128","S","P","P","C1","F","False",1,265000,102,0,102,270300,0,371,324,0,3,200908,"PR",201701,89,3,251172.13,"True",0,201808,201411,37.493015,2018m8,2009m8,"PR",123.1271,0,1,1,1,45,45.06316
"276401","S","P","P","C1","F","False",1,111000,95.567566,0,95.567566,106080,0,361,361,0,6,200908,"PR",201611,87,3,100367.26,"False",0,201805,201406,64.13147,2018m5,2009m8,"PR",114.0522,0,1,1,1,47,42.75078
"275522","S","P","P","C1","F","False",2,217000,101.38249,101.38249,202.76498,220000,220000,481,481,738,5.9499998,200908,"PR",201604,80,3,213278.91,"False",0,201701,201401,48.423916,2017m1,2009m8,"PR",200,0,0,1,1,36,67.1787
"275315","C","P","P","C1","F","False",1,245000,90,0,90,220500,0,481,481,696,5.8499999,200908,"PR",201612,88,3,209369.48,"False",0,201805,201410,54.625439,2018m5,2009m8,"PR",107.7908,0,0,0,1,43,43.03708
"806933","C","P","P","C1","F","False",1,125000,99.919998,0,99.919998,124900,0,361,361,713,4.875,200908,"PR",201701,89,3,112085.62,"False",-49071.621,201902,201512,55.391247,2019m2,2009m8,"PR",108.0111,0,0,0,1,38,41.51733
"Modified_806928","C","I","C","C1","F","False",1,250000,62.599998,0,62.599998,156500,0,361,360,708,4.875,200908,"PR",201702,90,3,138086.56,"True",0,201809,201702,71.032257,2018m9,2009m8,"PR",72.09879,0,0,0,0,19,27.72913
"276745","S","P","P","C1","F","False",1,120000,102,0,102,122400,0,361,361,0,5.5,200909,"PR",201512,75,3,118254.97,"False",0,201606,201310,23.892443,2016m6,2009m9,"PR",115.2813,0,1,1,1,32,38.37623
"276699","S","P","P","C1","F","False",1,0,0,0,0,140760,0,361,361,0,5,200909,"PR",201702,89,3,130541.74,"False",0,201803,201409,20.331429,2018m3,2009m9,"PR",0,1,1,1,1,42,36.95346
"276573","S","P","P","C1","F","False",1,0,0,0,0,143106,0,361,361,0,5,200909,"PR",201510,73,3,132502.36,"False",0,201805,201409,30.567003,2018m5,2009m9,"PR",0,1,1,1,1,44,37.58998
"277309","S","P","P","C1","F","False",1,125450,100,0,100,125450,0,360,360,0,5.5,200910,"PR",201812,110,3,114708.89,"False",0,202002,201512,33.745327,2020m2,2009m10,"PR",123.6794,0,1,1,1,50,46.83392
"Modified_277467","S","P","P","C1","F","False",1,155000,97.327744,0,97.327744,150858,0,361,325,0,3,200910,"PR",201505,67,3,140992.7,"True",0,201712,201311,46.80526,2017m12,2009m10,"PR",104.4934,0,1,1,1,49,40.28117
"806955","C","P","C","C1","F","False",1,190000,90,0,90,171000,0,361,361,716,5.875,200910,"PR",201609,83,3,158406.58,"False",0,201808,201505,63.700638,2018m8,2009m10,"PR",110.9751,0,0,0,1,39,42.79875
"Modified_279097","S","P","P","C1","F","False",1,117499.24,100,0,100,117499.24,0,361,338,565,3,200911,"PR",201812,109,3,108460.26,"True",0,201911,201310,39.14822,2019m11,2009m11,"PR",122.6179,0,0,1,1,73,53.80904
"275692","S","P","P","C1","F","False",1,0,0,0,0,102000,0,361,361,682,5,200911,"PR",201509,70,3,94748.07,"False",0,201704,201409,26.119793,2017m4,2009m11,"PR",0,1,0,1,1,31,33.45256
"804157","S","I","P","C1","F","False",1,150000,74.666664,0,74.666664,112000,0,360,360,810,5.25,200911,"PR",201802,99,3,101264.56,"False",0,201901,201601,30.874138,2019m1,2009m11,"PR",86.18772,0,0,1,0,36,34.12383
"277947","S","P","P","C1","F","False",1,0,0,0,0,137700,0,360,360,0,5,200911,"PR",201410,59,3,134256.69,"False",0,201504,201310,45.998455,2015m4,2009m11,"PR",0,1,1,1,1,18,29.31514
"277679","S","P","C","C1","F","False",1,0,0,0,0,80802,0,361,361,0,5.5,200911,"PR",201511,72,3,78759.82,"False",0,201704,201310,0,2017m4,2009m11,"PR",0,1,1,1,1,42,36.95346
"Reperform_804257","S","P","C","C1","F","False",1,285000,67.368423,0,67.368423,192000,0,361,361,718,4.875,200911,"PR",201901,110,3,167072.16,"False",0,201907,201707,28.174742,2019m7,2009m11,"PR",70.38117,0,0,1,1,24,21.23979
"275459","S","P","P","C1","F","False",1,0,0,0,0,94860,0,361,361,556,5.5,200911,"PR",201312,49,3,92000.07,"False",0,201409,201310,36.956493,2014m9,2009m11,"PR",0,1,0,1,1,11,27.0873
"273938","S","P","P","C1","F","False",1,0,0,0,0,144840,0,361,361,716,5.5,200911,"PR",201602,75,3,134333.95,"False",0,201610,201503,35.235321,2016m10,2009m11,"PR",0,1,0,1,1,19,29.63341
"277859","S","P","P","C1","F","False",1,0,0,0,0,102000,0,361,361,0,5,200911,"PR",201402,51,3,98913.203,"False",0,201408,201310,13.05488,2014m8,2009m11,"PR",0,1,1,1,1,10,26.76904
"Modified_278252","C","S","P","C1","F","False",1,440000,100,0,100,440000,0,481,442,616,5.75,200912,"PR",201712,96,3,428012.5,"True",0,201805,201506,14.722,2018m5,2009m12,"PR",133.0783,0,0,0,0,35,52.6367
"Reperform_276817","S","P","P","C1","F","False",1,173400,100,0,100,173400,0,361,361,0,5,200912,"PR",201812,108,3,155947.73,"False",0,201909,201606,51.906967,2019m9,2009m12,"PR",113.3701,0,1,1,1,39,39.98304
"279381","S","P","P","C1","F","False",1,94350,100,0,100,94350,0,361,361,0,4.5,200912,"PR",201812,108,3,83775.977,"False",0,201912,201609,31.961407,2019m12,2009m12,"PR",126.6014,0,1,1,1,39,44.28255
"278718","C","P","P","C1","F","False",1,607000,96.466225,0,96.466225,585550,0,481,481,745,5.75,200912,"PR",201509,69,3,576506.13,"False",0,201606,201310,24.545446,2016m6,2009m12,"PR",121.149,0,0,0,1,32,43.87694
"279373","S","P","P","C1","F","False",1,0,0,0,0,87289,0,361,361,0,5,200912,"PR",201606,78,3,82733.977,"False",0,201805,201310,70.990181,2018m5,2009m12,"PR",0,1,1,1,1,55,41.09087
